Invoice No,PO No,Invoice Date,Supplier,Supplier Location,Department,Buyer,Item Code,Product Description,Unit,Quantity,Unit Price,Extended Amount,Discount Amount,Freight Amount,Tax Amount,Net Amount,Currency,Payment Terms
INV-202502-61224,PO-700380,02/13/2025,Baldor Specialty Foods ,"NY, USA",Cafe,L. Davis,SUGAR-GR,Sugar Granulated - fresh,BAG,44,15.7,690.8,0.0,0.0,17.2,708.0,USD,Due on Receipt
BILL-202510-80710,PO-771206,10/06/2025,Rest Depot,"NC, USA",Kitchen,P. Wilson,CREAM-HVY,Heavy Cream,QTR,32.78,4.04,132.43,14.71,0.0,8.98,126.7,USD,Due on Receipt
AP-202512-11582,PO-391614,12/22/2025,Sysco N. Florida,"CO, USA",Housekeeping,L. Davis,COFF-HSE,Coffee Beans House Blend,LB,169.66,10.19,1728.84,0.0,0.0,117.01,1845.85,USD,Net 30
INV-202504-17781,PO-875076,04/29/2025,US FOODS ATLANTA,"NY, USA",Bakery,P. Wilson,FRIES-3/8,French Fries 3/8 Straight Cut,Case,26,24.25,630.5,0.0,0.0,23.58,654.08,USD,Net 7
INV-202503-22436,,3/15/2025,GORDON FOOD SERVICE,"GA, USA",Restaurant,M. Carter,ONION-YEL,Onions Yellow / chilled,LB,161.17,0.44,70.91,0.0,0.0,4.98,75.89,USD,Due on Receipt
BILL-202507-19456,PO-422267,2025-07-28,BALDOR SPECIALTY FOODS,"CO, USA",Banquet,J. Brown,COFF-HSE,Coffee Beans House Blend chef's line,LB,20.5,9.78,200.49,0.0,9.85,14.55,224.89,USD,Net 30
AP-202508-96861,PO-408371,2025-08-28,PFG CUSTOMIZED DIST,"AZ, USA",Banquet,M. Carter,COFF-HSE, Coffee Beans House Blend / chilled,Lb,23.05,7.87,181.4,0.0,9.59,10.6,201.59,USD,Due on Receipt
INV-202508-54409,PO-562784,2025-08-11,SYSCO NFL,"CO, USA",Cafe,J. Brown,ONION-YEL,Onions Yellow  ,Lb,69.72,0.91,63.45,0.0,0.0,2.02,65.47,USD,Net 30
AP-202501-13641,PO-255292,01/01/2025,GFS,"TX, USA",Housekeeping,P. Wilson,MILK-WHL,Milk Whole (pack size varied),GL,63.83,3.96,252.77,0.0,6.84,1.32,260.93,USD,Due on Receipt
BILL-202501-17056,PO-626668,01/02/2025,Fresh Point Produce,"GA, USA",Housekeeping,P. Wilson,SALM-ATL,Salmon Fillet Atlantic,LB,332.82,10.18,3388.11,0.0,0.0,126.86,3514.97,USD,Net 7
BILL-202512-45577,PO-881446,12/19/2025,SHAMROCK FOODS CO,"GA, USA",Bar,R. Smith,FRIES-3/8,French Fries 3/8 Straight Cut / chilled,CASE,13,24.29,315.77,7.22,0.0,16.89,325.44,USD,Due on Receipt
AP-202507-16772,PO-715810,2025-07-09,Shamrock Foods,"FL, USA",Cafe,L. Davis,FRIES-3/8,French Fries 3/8 Straight Cut  ,CASE,45,22.86,1028.7,0.0,0.0,53.22,1081.92,USD,Net 30
AP-202504-70797,PO-198683,4/17/2025,SHAMROCK FOODS CO,"IL, USA",Restaurant,P. Wilson,BEEF-8020,GROUND BEEF 80/20 (PACK SIZE VARIED),LBS,256.15,4.71,1206.47,0.0,6.73,44.75,1257.95,USD,Net 7
BILL-202502-23203,PO-530526,2/9/2025,Imperial Dade ,"FL, USA",Cafe,R. Smith,ONION-YEL,Onions Yellow chef's line,LBS,398.7,0.88,350.86,0.0,0.0,8.46,359.32,USD,Net 7
AP-202504-35474,PO-221201,04/21/2025,PFG CUSTOMIZED DIST,"IL, USA",Cafe,P. Wilson,CHED-SHD,Cheddar Cheese Shredded,LBS,17.96,4.12,74.0,0.0,4.3,4.13,82.43,USD,Net 30
INV-202502-82702,PO-607545,2025-02-13,,"IL, USA",Bar,P. Wilson,ONION-YEL,,Lb,328.42,0.0,266.02,0.0,0.0,0.0,266.02,USD,Due on Receipt
INV-202503-99394,PO-582256,3/8/2025,IMPERIAL DADE,"GA, USA",Banquet,L. Davis,LETT-ROM,Lettuce Romaine,Case,27,28.45,768.15,6.14,0.0,32.12,794.13,USD,Net 30
AP-202503-94780,PO-120956,03/26/2025,Local Farm & Garden,"OH, USA",Banquet,P. Wilson,OIL-OLV,OLIVE OIL EXTRA VIRGIN,GL,44.39,28.67,1272.66,0.0,0.0,52.23,1324.89,USD,Net 15
INV-202512-57960,PO-752151,2025-12-29,Gordon Food Svc,"PA, USA",Kitchen,M. Carter,CREAM-HVY,Heavy Cream chef's line,QT,72.6,3.46,251.2,0.0,2.19,12.32,265.71,USD,Net 30
AP-202511-77836,PO-719771,11/19/2025,Fresh Point Produce,"NY, USA",Housekeeping,P. Wilson,ONION-YEL,Onions Yellow / chilled,LBS,474.34,0.98,464.85,0.0,0.0,2.48,467.33,USD,Net 7
INV-202506-68251,PO-255121,6/6/2025,US FOODS ATLANTA,"GA, USA",Banquet,M. Carter,MOZZ-WM,Mozzarella Whole Milk / chilled,LB,15.47,3.84,59.4,0.0,0.0,0.64,60.04,USD,Due on Receipt
BILL-202506-83744,PO-364490,6/26/2025,PFG Cust Dist,"CO, USA",Bar,L. Davis,FLOUR-AP,Flour All Purpose (pack size varied),Bag,30,23.57,707.1,0.0,3.37,8.87,719.34,USD,Net 7
AP-202510-70751,PO-995949,2025-10-24,Sysco N. Florida,"FL, USA",Bar,A. Johnson,BRRY-MIX,Mixed Berries Frozen   ,CS,39,31.83,1241.37,0.0,0.0,86.27,1327.64,USD,Net 7
BILL-202512-86294,PO-212717,2025-12-12,SHAMROCK FOODS CO,"CA, USA",Housekeeping,P. Wilson,FLOUR-AP,Flour All Purpose,Bag,-32.0,14.39,-460.48,0.0,0.0,13.77,-446.71,USD,Net 30
BILL-202505-14825,,5/7/2025,Local Farm & Garden,"IL, USA",Banquet,L. Davis,ONION-YEL,Onions Yellow - fresh,LB,264.88,0.78,206.61,14.81,0.0,3.69,195.49,USD,Due on Receipt
AP-202511-23137,PO-205946,11/24/2025,Baldor Specialty Foods ,"TX, USA",Bakery,L. Davis,TOM-ROMA,Tomatoes Roma,CASE,42,33.32,1399.44,0.0,0.0,16.47,1415.91,USD,Net 30
INV-202510-32348,PO-946497,10/21/2025,PFG Customized,"NC, USA",Restaurant,P. Wilson,FRIES-3/8,French Fries 3/8 Straight Cut,cs,23,18.23,419.29,0.0,0.0,33.47,452.76,USD,Net 15
BILL-202504-61095,PO-901310,2025-04-18,PFG Cust Dist,"OH, USA",Cafe,L. Davis,BACON-14,Bacon Sliced 14/18 ct,lb,239.28,6.1,1459.61,0.0,0.0,57.59,1517.2,USD,Net 7
INV-202509-78318,PO-960624,9/23/2025,US FOODS ATLANTA,"TX, USA",Kitchen,M. Carter,BROC-FRZ,Broccoli Florets Frozen,Case,18,22.47,404.46,0.0,0.0,10.5,414.96,USD,Net 30
AP-202506-82268,PO-369504,6/26/2025,Sysco N. Florida,"GA, USA",Restaurant,J. Brown,CHED-SHD,CHEDDAR CHEESE SHREDDED  ,LBS,120.73,3.1,374.26,0.0,0.0,12.78,387.04,USD,Net 7
BILL-202509-16875,,09/23/2025,SHAMROCK FOODS CO,"FL, USA",Banquet,M. Carter,TRASH-55,Trash Bags 55 Gallon  ,CASE,18,41.43,745.74,0.0,0.0,21.8,767.54,USD,Net 7
BILL-202503-62313,PO-242649,3/26/2025,GFS,"GA, USA",Cafe,J. Brown,MOZZ-WM,Mozzarella Whole Milk - fresh,LBS,487.37,2.98,1452.36,0.0,0.0,112.86,1565.22,USD,Net 15
INV-202506-96101,PO-255751,2025-06-17,Fresh Point Produce,"AZ, USA",Bar,A. Johnson,NAPKIN-DN, Napkins Dinner  ,cs,38,23.34,886.92,0.0,0.0,8.49,895.41,USD,Net 30
BILL-202506-49278,PO-181680,6/8/2025,Imperial Dade ,"FL, USA",Bar,L. Davis,MILK-WHL,Milk Whole   ,GAL,34.4,4.11,141.38,0.0,0.0,2.83,144.21,USD,Net 7
INV-202503-81214,PO-365953,2025-03-29,FreshPoint,"CA, USA",Cafe,J. Brown,CHK-BRST-01,Chicken Breast Boneless Skinless  ,lb,234.86,3.43,805.57,0.0,0.0,37.29,842.86,USD,Due on Receipt
AP-202511-14364,PO-543569,2025-11-28,Baldor Specialty Foods ,"PA, USA",Housekeeping,L. Davis,BROC-FRZ,Broccoli Florets Frozen - fresh,CS,16,23.11,369.76,0.0,10.12,10.02,389.9,USD,Net 30
INV-202509-91232,PO-598040,09/06/2025,SYSCO NORTH FLORIDA,"CO, USA",Cafe,L. Davis,TOM-ROMA,Tomatoes Roma  ,cs,27,18.41,497.07,0.0,0.0,24.98,522.05,USD,Net 7
BILL-202508-41796,PO-769156,08/18/2025,Rest Depot,"PA, USA",Restaurant,R. Smith,GLOVE-M,Nitrile Gloves Medium chef's line,CASE,23,33.99,781.77,0.0,0.0,18.43,800.2,USD,Net 15
INV-202503-91101,,03/26/2025,Shamrock Foods,"PA, USA",Kitchen,A. Johnson,OIL-OLV,Olive Oil Extra Virgin - fresh,GAL,17.33,21.35,370.0,0.0,4.66,13.33,387.99,USD,Net 15
BILL-202502-30697,PO-795738,02/26/2025,PERFORMANCE FOODSERVICE,"NC, USA",Kitchen,L. Davis,SUGAR-GR,Sugar Granulated  ,Bag,34,20.82,707.88,0.0,0.0,0.98,708.86,USD,Net 15
INV-202508-66938,PO-426413,2025-08-10,Sysco N. Florida,"OH, USA",Kitchen,R. Smith,BACON-14,Bacon Sliced 14/18 ct,lb,264.68,4.7,1244.0,12.38,0.0,91.47,1323.09,USD,Net 30
BILL-202509-78204,PO-725867,09/05/2025,US FOODS ATL DIV,"NY, USA",Kitchen,L. Davis,TRASH-55,Trash Bags 55 Gallon - fresh,CASE,30,45.64,1369.2,0.0,0.0,72.2,1441.4,USD,Due on Receipt
INV-202506-32243,PO-826366,06/14/2025,GORDON FOOD SERVICE,"AZ, USA",Restaurant,L. Davis,TRASH-55, Trash Bags 55 Gallon chef's line,CASE,41,34.48,1413.68,0.0,0.0,56.62,1470.3,USD,Net 15
AP-202507-86105,PO-853683,2025-07-04,PFG Customized,"WA, USA",Restaurant,A. Johnson,BRRY-MIX,Mixed Berries Frozen / chilled,CS,45,23.78,1070.1,0.0,0.0,56.52,1126.62,USD,Net 30
INV-202512-53669,PO-849629,12/02/2025,US Foods - Atlanta,"CA, USA",Kitchen,P. Wilson,FRIES-3/8,French Fries 3/8 Straight Cut   ,CASE,10,27.16,271.6,0.0,0.0,14.86,286.46,USD,Due on Receipt
AP-202502-61862,PO-214598,2025-02-24,Ben E Keith,"FL, USA",Bakery,P. Wilson,POT-RUS,Potatoes Russet   ,Lb,388.9,0.48,186.67,0.0,0.0,5.06,191.73,USD,Net 30
BILL-202512-84445,PO-247934,2025-12-10,Baldor Specialty Foods ,"CA, USA",Banquet,R. Smith,SUGAR-GR,Sugar Granulated (pack size varied),Bag,14,17.68,247.52,0.0,0.0,17.93,265.45,USD,Net 15
INV-202501-66158,PO-504516,1/11/2025,SYSCO NORTH FLORIDA,"PA, USA",Restaurant,M. Carter,NAPKIN-DN,Napkins Dinner,CASE,17,24.53,417.01,0.0,0.0,26.38,443.39,USD,Net 15
AP-202508-80284,PO-757437,2025-08-05,GORDON FOOD SERVICE,"OH, USA",Bakery,P. Wilson,SALM-ATL,Salmon Fillet Atlantic  ,lb,490.73,9.18,4504.9,0.0,0.0,69.9,4574.8,USD,Net 15
INV-202501-85635,PO-134699,2025-01-12,Rest Depot,"NY, USA",Restaurant,P. Wilson,MOZZ-WM,Mozzarella Whole Milk,LB,69.9,3.65,255.14,0.0,0.0,16.14,271.28,USD,Net 30
AP-202508-40142,PO-970681,8/23/2025,,"CA, USA",Kitchen,P. Wilson,BRRY-MIX,,CASE,15,0.0,520.95,0.0,0.0,0.0,520.95,USD,Net 7
INV-202511-19258,,11/17/2025,Gordon Food Svc,"FL, USA",Bar,P. Wilson,MOZZ-WM,Mozzarella Whole Milk   ,Lb,4.07,3.78,15.38,9.9,0.0,0.28,5.76,USD,Net 15
AP-202506-78755,PO-783032,2025-06-14,Gordon Food Svc,"IL, USA",Banquet,L. Davis,FLOUR-AP,Flour All Purpose,BG,42,20.1,844.2,0.0,0.0,6.72,850.92,USD,Net 15
AP-202508-18306,PO-207478,8/13/2025,US FOODS ATL DIV,"GA, USA",Kitchen,L. Davis,BEEF-8020,Ground Beef 80/20 chef's line,LBS,83.53,5.33,445.21,0.0,0.0,11.09,456.3,USD,Due on Receipt
BILL-202504-86423,PO-687598,04/25/2025,FRESHPOINT PRODUCE,"PA, USA",Banquet,M. Carter,NAPKIN-DN,Napkins Dinner  ,cs,2,22.07,44.14,0.0,0.0,2.2,46.34,USD,Net 30
INV-202501-82911,,01/17/2025,Restaurant Depot ,"PA, USA",Restaurant,M. Carter,SUGAR-GR,Sugar Granulated chef's line,Bag,30,25.54,766.2,0.0,0.0,46.65,812.85,USD,Net 30
BILL-202504-25393,PO-653648,2025-04-24,Imperial Dade Inc,"CO, USA",Bakery,A. Johnson,POT-RUS,Potatoes Russet - fresh,Lb,104.45,0.62,64.76,0.0,0.0,5.13,69.89,USD,Due on Receipt
BILL-202504-79796,PO-997264,04/14/2025,IMPERIAL DADE,"CO, USA",Restaurant,P. Wilson,MOZZ-WM,Mozzarella Whole Milk / chilled,Lb,298.42,3.91,1166.82,0.0,0.0,91.54,1258.36,USD,Due on Receipt
BILL-202508-32876,PO-865588,08/02/2025,Sysco North Florida ,"IL, USA",Cafe,A. Johnson,OJ-100,Orange Juice 100% (pack size varied),GAL,16.59,5.38,89.25,0.0,4.61,4.15,98.01,USD,Net 7
INV-202506-51108,,2025-06-24,IMPERIAL DADE,"FL, USA",Cafe,J. Brown,KETCHUP,Ketchup / chilled,Case,10,14.52,145.2,0.0,0.0,11.17,156.37,USD,Net 7
AP-202504-91580,PO-450532,4/24/2025,Ben E. Keith Foods ,"NC, USA",Bar,M. Carter,CHED-SHD,CHEDDAR CHEESE SHREDDED,Lb,230.92,3.45,796.67,0.0,0.0,47.31,843.98,USD,Net 15
INV-202507-61108,PO-886376,07/04/2025,US FOODS ATLANTA,"OH, USA",Cafe,R. Smith,RICE-LG,Long Grain Rice / chilled,BG,10,25.91,259.1,0.0,10.36,6.61,276.07,USD,Due on Receipt
BILL-202501-43149,,2025-01-20,FRESHPOINT PRODUCE,"NC, USA",Restaurant,L. Davis,RICE-LG,Long Grain Rice / chilled,BAG,17,25.83,439.11,0.0,0.0,8.46,447.57,USD,Net 30
AP-202502-92762,PO-607873,02/20/2025,Fresh Point Produce,"NC, USA",Bakery,J. Brown,BRRY-MIX,Mixed Berries Frozen chef's line,Case,7,31.35,219.45,0.0,0.0,0.44,219.89,USD,Due on Receipt
BILL-202510-89030,PO-424292,10/31/2025,Ben E Keith,"AZ, USA",Bakery,M. Carter,BROC-FRZ, Broccoli Florets Frozen / chilled,CASE,19,19.66,373.54,0.0,0.0,17.27,390.81,USD,Due on Receipt
AP-202506-88344,PO-519272,06/09/2025,Sysco N. Florida,"CA, USA",Bar,L. Davis,SALM-ATL,Salmon Fillet Atlantic,LBS,238.91,10.8,2580.23,0.0,0.0,172.22,2752.45,USD,Net 30
AP-202511-47837,PO-227787,11/14/2025,Shamrock Foods,"PA, USA",Restaurant,J. Brown,OJ-100,ORANGE JUICE 100% (PACK SIZE VARIED),GAL,66.49,8.37,556.52,0.0,0.0,13.42,569.94,USD,Net 15
INV-202501-81891,PO-980615,2025-01-20,SYSCO NFL,"TX, USA",Kitchen,J. Brown,CHED-SHD,Cheddar Cheese Shredded / chilled,Lb,170.15,4.86,826.93,0.0,0.0,48.4,875.33,USD,Due on Receipt
BILL-202501-73411,PO-571557,2025-01-19,GFS,"CO, USA",Restaurant,P. Wilson,BACON-14,Bacon Sliced 14/18 ct,LBS,23.1,5.51,127.28,0.0,8.48,4.91,140.67,USD,Net 30
INV-202507-22188,PO-973591,7/24/2025,PFG Customized,"WA, USA",Banquet,L. Davis,MILK-WHL,Milk Whole   ,GL,41.2,3.55,146.26,0.0,0.0,9.24,155.5,USD,Net 7
BILL-202507-65713,,07/23/2025,Imperial Dade ,"AZ, USA",Banquet,J. Brown,MOZZ-WM,Mozzarella Whole Milk,lb,244.27,3.34,815.86,0.0,2.22,34.92,853.0,USD,Net 15
BILL-202507-66228,PO-647257,2025-07-12,SYSCO NFL,"IL, USA",Bakery,L. Davis,BRRY-MIX,Mixed Berries Frozen,CASE,39,31.92,1244.88,0.0,0.0,29.82,1274.7,USD,Net 30
AP-202503-94556,,03/01/2025,IMPERIAL DADE,"OH, USA",Restaurant,A. Johnson,FLOUR-AP,Flour All Purpose (pack size varied),BAG,44,21.74,956.56,0.0,0.0,21.45,978.01,USD,Net 15
INV-202508-44989,PO-522978,08/01/2025,PFG,"AZ, USA",Kitchen,R. Smith,SALM-ATL,Salmon Fillet Atlantic   ,Lb,442.57,12.88,5700.3,0.0,0.0,19.98,5720.28,USD,Due on Receipt
INV-202502-98842,PO-447902,2/4/2025,Imperial Dade ,"CO, USA",Cafe,J. Brown,CHED-SHD,Cheddar Cheese Shredded (pack size varied),LB,369.39,3.09,1141.42,0.0,0.0,49.92,1191.34,USD,Due on Receipt
BILL-202505-90693,PO-595047,05/29/2025,LOCAL FARM AND GARDEN LLC,"FL, USA",Bar,R. Smith,KETCHUP,Ketchup / chilled,Case,27,13.95,376.65,0.0,5.6,14.11,396.36,USD,Net 30
INV-202507-79428,PO-239038,2025-07-05,Restaurant Depot ,"CO, USA",Banquet,A. Johnson,BROC-FRZ,Broccoli Florets Frozen (pack size varied),CASE,30,22.53,675.9,0.0,0.0,49.13,725.03,USD,Net 7
INV-202501-19530,,2025-01-05,Performance FS,"FL, USA",Cafe,A. Johnson,POT-RUS,Potatoes Russet - fresh,Lb,145.89,0.46,67.11,0.0,0.0,3.23,70.34,USD,Net 30
INV-202508-34085,PO-613136,08/31/2025,Fresh Point Produce,"OH, USA",Bar,L. Davis,CHK-BRST-01,Chicken Breast Boneless Skinless - fresh,Lb,393.59,4.27,1680.63,1.0,0.0,6.08,1685.71,USD,Net 30
BILL-202506-96034,PO-661215,2025-06-28,FRESHPOINT PRODUCE,"TX, USA",Cafe,A. Johnson,CHED-SHD,Cheddar Cheese Shredded - fresh,LB,179.82,3.33,598.8,6.24,0.0,30.31,622.87,USD,Net 30
BILL-202506-20457,,06/27/2025,Baldor Specialty Foods ,"GA, USA",Banquet,A. Johnson,BROC-FRZ,Broccoli Florets Frozen   ,Case,26,18.12,471.12,0.0,0.0,12.88,484.0,USD,Net 30
BILL-202503-17044,PO-595526,2025-03-10,Performance FS,"AZ, USA",Kitchen,R. Smith,TOM-ROMA,Tomatoes Roma   ,Case,26,29.92,777.92,0.0,0.0,13.24,791.16,USD,Net 30
INV-202504-57420,PO-703943,2025-04-30,Gordon Food Svc,"GA, USA",Kitchen,J. Brown,CREAM-HVY,Heavy Cream (pack size varied),QT,3.83,4.45,17.04,0.0,0.0,0.75,17.79,USD,Net 15
BILL-202509-63964,PO-954113,09/23/2025,SYSCO NFL,"NY, USA",Restaurant,M. Carter,CHK-BRST-01,Chicken Breast Boneless Skinless chef's line,LB,84.45,3.23,272.77,0.0,0.0,14.31,287.08,USD,Net 30
BILL-202509-70609,PO-480872,2025-09-17,Baldor,"FL, USA",Bakery,A. Johnson,CREAM-HVY,Heavy Cream,QT,7.02,4.81,33.77,0.0,0.0,0.05,33.82,USD,Net 15
INV-202504-60917,PO-151568,4/8/2025,Ben E Keith,"IL, USA",Bar,A. Johnson,ONION-YEL,Onions Yellow,Lb,42.14,0.77,32.45,0.0,0.33,0.66,33.44,USD,Due on Receipt
AP-202510-10784,PO-196650,2025-10-23,Shamrock Foods,"WA, USA",Banquet,J. Brown,GLOVE-M,Nitrile Gloves Medium,CASE,25,48.98,1224.5,10.99,0.0,68.87,1282.38,USD,Net 15
INV-202505-16196,PO-549175,05/09/2025,BEN E. KEITH FOODS,"OH, USA",Restaurant,L. Davis,KETCHUP, Ketchup   ,CASE,1,17.13,17.13,0.0,0.0,0.06,17.19,USD,Net 30
AP-202508-41406,PO-142715,08/15/2025,FRESHPOINT PRODUCE,"GA, USA",Kitchen,M. Carter,CHK-BRST-01,CHICKEN BREAST BONELESS SKINLESS / CHILLED,Lb,395.82,4.77,1888.06,1.0,11.6,111.81,2010.47,USD,Net 30
AP-202512-53985,,2025-12-03,PFG Cust Dist,"NY, USA",Housekeeping,R. Smith,OIL-OLV,Olive Oil Extra Virgin,GL,6.04,25.95,156.74,0.0,0.0,2.75,159.49,USD,Due on Receipt
INV-202503-59692,PO-856250,2025-03-07,FreshPoint,"CO, USA",Kitchen,R. Smith,MILK-WHL,Milk Whole,GAL,31.48,3.62,113.96,0.0,0.0,5.25,119.21,USD,Net 30
INV-202505-73216,PO-806445,5/21/2025,Shamrock Foods Co.,"CO, USA",Housekeeping,P. Wilson,KETCHUP,Ketchup - fresh,CASE,1,17.29,17.29,0.0,0.0,0.85,18.14,USD,Net 30
AP-202505-65683,PO-751427,2025-05-27,Sysco North Florida ,"AZ, USA",Banquet,R. Smith,MOZZ-WM,Mozzarella Whole Milk / chilled,LB,-114.78,4.6,-527.99,12.22,0.0,16.64,-523.57,USD,Net 7
BILL-202509-81855,PO-307880,9/16/2025,SYSCO NFL,"PA, USA",Restaurant,A. Johnson,GLOVE-M,Nitrile Gloves Medium chef's line,CS,11,46.69,513.59,11.3,0.0,13.68,515.97,USD,Net 7
AP-202502-58526,PO-570537,2025-02-12,Baldor Specialty Foods ,"PA, USA",Housekeeping,R. Smith,TOM-ROMA,Tomatoes Roma,CASE,35,29.57,1034.95,0.0,8.48,15.33,1058.76,USD,Net 15
BILL-202505-44805,PO-341720,2025-05-30,FreshPoint,"OH, USA",Bar,J. Brown,KETCHUP,Ketchup - fresh,cs,18,19.48,350.64,0.0,0.0,6.84,357.48,USD,Net 30
AP-202508-69712,PO-623793,2025-08-08,BALDOR SPECIALTY FOODS,"PA, USA",Housekeeping,L. Davis,ONION-YEL,Onions Yellow - fresh,LB,218.75,0.59,129.06,0.0,0.0,1.01,130.07,USD,Net 7
AP-202509-72816,PO-698159,9/19/2025,RESTAURANT DEPOT,"CA, USA",Restaurant,A. Johnson,TRASH-55,Trash Bags 55 Gallon,Case,28,41.9,1173.2,6.37,1.33,14.59,1182.75,USD,Net 7
BILL-202501-72660,PO-215523,1/16/2025,PFG CUSTOMIZED DIST,"IL, USA",Cafe,M. Carter,BACON-14,Bacon Sliced 14/18 ct chef's line,LB,330.76,6.45,2133.4,0.0,0.0,88.33,2221.73,USD,Net 7
AP-202511-10914,PO-846739,11/02/2025,PFG Cust Dist,"FL, USA",Housekeeping,P. Wilson,AVO-HASS,Avocados Hass   ,Case,4,39.12,156.48,0.0,0.0,0.26,156.74,USD,Net 15
AP-202507-81615,PO-586997,7/25/2025,US FOODS ATLANTA,"AZ, USA",Restaurant,R. Smith,ONION-YEL,Onions Yellow,Lb,95.28,0.46,43.83,0.0,0.0,1.18,45.01,USD,Net 30
AP-202501-26810,PO-507275,1/13/2025,SHAMROCK FOODS CO,"CA, USA",Bar,M. Carter,SUGAR-GR,Sugar Granulated (pack size varied),Bag,28,19.67,550.76,12.43,0.0,25.5,563.83,USD,Net 7
BILL-202504-23671,PO-857405,2025-04-10,SYSCO NORTH FLORIDA,"FL, USA",Banquet,M. Carter,LETT-ROM,Lettuce Romaine chef's line,Case,23,31.8,731.4,0.0,0.0,29.98,761.38,USD,Net 7
AP-202505-48078,PO-235918,5/4/2025,PFG CUSTOMIZED DIST,"NC, USA",Bar,R. Smith,BRRY-MIX,Mixed Berries Frozen (pack size varied),CS,21,29.42,617.82,0.0,0.0,32.2,650.02,USD,Due on Receipt
AP-202503-14151,PO-382925,3/12/2025,PFG,"OH, USA",Cafe,R. Smith,RICE-LG,Long Grain Rice,BG,43,23.53,1011.79,0.0,0.0,11.13,1022.92,USD,Net 7
BILL-202506-16649,PO-107757,06/14/2025,Rest Depot,"TX, USA",Restaurant,R. Smith,CREAM-HVY,Heavy Cream,QTR,61.69,4.96,305.98,0.0,0.0,12.27,318.25,USD,Net 15
INV-202510-43308,PO-588136,10/28/2025,Ben E. Keith Foods ,"FL, USA",Kitchen,J. Brown,OJ-100,Orange Juice 100% / chilled,GAL,40.29,6.2,249.8,0.0,0.0,1.35,251.15,USD,Net 15
BILL-202507-44370,PO-342321,07/17/2025,Ben E. Keith Foods ,"PA, USA",Bakery,A. Johnson,SALM-ATL,Salmon Fillet Atlantic   ,Lb,307.97,11.69,3600.17,0.0,6.33,95.32,3701.82,USD,Net 15
AP-202507-33057,PO-159878,07/04/2025,Ben E Keith,"NC, USA",Restaurant,P. Wilson,KETCHUP,Ketchup (pack size varied),Case,8,23.05,184.4,0.0,0.0,8.33,192.73,USD,Due on Receipt
INV-202508-57569,PO-366708,2025-08-03,PFG Cust Dist,"NC, USA",Housekeeping,A. Johnson,SUGAR-GR, Sugar Granulated (pack size varied),BG,37,29.53,1092.61,10.22,0.0,84.71,1167.1,USD,Net 7
AP-202505-49280,PO-709607,05/10/2025,US FOODS ATLANTA,"PA, USA",Bar,A. Johnson,AVO-HASS,Avocados Hass,Case,-2.0,33.88,-67.76,0.0,0.0,2.66,-65.1,USD,Net 30
AP-202510-30118,PO-256378,10/10/2025,Local Farm + Garden,"GA, USA",Restaurant,A. Johnson,LETT-ROM,Lettuce Romaine,Case,40,31.03,1241.2,0.0,0.0,23.25,1264.45,USD,Net 15
AP-202501-59191,PO-931227,1/26/2025,Rest Depot,"IL, USA",Bar,J. Brown,BACON-14, Bacon Sliced 14/18 ct  ,LB,362.68,5.74,2081.78,0.0,0.0,134.92,2216.7,USD,Net 15
BILL-202508-77746,PO-149700,08/12/2025,PFG,"AZ, USA",Restaurant,R. Smith,BROC-FRZ,Broccoli Florets Frozen chef's line,CASE,-29.0,18.86,-546.94,0.0,10.58,16.88,-519.48,USD,Net 30
INV-202509-91159,PO-968133,2025-09-03,Shamrock Foods,"OH, USA",Kitchen,L. Davis,RICE-LG, Long Grain Rice - fresh,BAG,1,25.2,25.2,0.0,0.0,0.55,25.75,USD,Due on Receipt
AP-202504-56728,PO-737538,2025-04-13,IMPERIAL DADE,"TX, USA",Kitchen,J. Brown,POT-RUS,Potatoes Russet,Lb,200.98,0.67,134.66,0.0,0.0,6.17,140.83,USD,Net 15
INV-202511-98708,PO-419000,11/20/2025,US FOODS ATL DIV,"CO, USA",Restaurant,R. Smith,FRIES-3/8, French Fries 3/8 Straight Cut / chilled,CS,27,24.45,660.15,0.0,0.0,38.95,699.1,USD,Net 7
BILL-202507-13288,PO-496331,7/9/2025,PFG,"GA, USA",Bakery,J. Brown,BACON-14,Bacon Sliced 14/18 ct   ,LBS,412.07,4.29,1767.78,0.0,0.0,130.42,1898.2,USD,Net 7
INV-202506-34437,PO-468369,06/28/2025,Baldor,"IL, USA",Cafe,J. Brown,POT-RUS,Potatoes Russet chef's line,lb,160.0,0.43,68.8,0.0,0.0,2.46,71.26,USD,Net 15
BILL-202501-76103,PO-500394,01/19/2025,Local Farm + Garden,"PA, USA",Banquet,R. Smith,FLOUR-AP,FLOUR ALL PURPOSE - FRESH,Bag,7,13.52,94.64,0.0,0.78,5.76,101.18,USD,Net 7
BILL-202505-90610,PO-615492,05/24/2025,LOCAL FARM AND GARDEN LLC,"OH, USA",Bakery,R. Smith,CREAM-HVY,HEAVY CREAM,QT,71.64,4.46,319.51,0.0,0.37,11.43,331.31,USD,Due on Receipt
BILL-202503-11466,PO-511359,03/16/2025,Local Farm + Garden,"CO, USA",Housekeeping,L. Davis,AVO-HASS,Avocados Hass / chilled,Case,10,38.38,383.8,0.0,0.0,16.48,400.28,USD,Net 30
